id_study,id_subj,id_sex,id_tdate,id_bdate,id_group,id_handedness,task_ordinal,task_onset,task_offset,task_planet,trial_ordinal,trial_onset,trial_offset,trial_success,trial_distance,grasp_ordinal,grasp_onset,grasp_offset,grasp_is_thrown,grasp_hand
vr,06,f,08/20/2018,06/20/1996,AD,l,9,1342660,1449352,v,99,1396755,1398386,n,2,101,1396755,1397910,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,9,1342660,1449352,v,100,1407702,1412223,n,3,102,1407702,1410422,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,9,1342660,1449352,v,101,1412224,1415793,n,3,103,1412224,1413482,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,9,1342660,1449352,v,102,1415794,1424429,n,3,104,1415794,1417017,n,l
vr,06,f,08/20/2018,06/20/1996,AD,l,9,1342660,1449352,v,102,1415794,1424429,n,3,105,1417018,1422526,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,9,1342660,1449352,v,103,1424430,1432488,n,3,106,1424430,1431672,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,10,1485256,1543226,v,,,,,,,,,,
vr,06,f,08/20/2018,06/20/1996,AD,l,11,1557336,1675520,v,104,1653318,1658519,n,4,107,1653318,1655528,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,11,1557336,1675520,v,105,1658520,1663437,n,4,108,1658520,1660016,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,11,1557336,1675520,v,106,1663438,1668890,n,4,109,1663438,1666238,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,11,1557336,1675520,v,107,1668891,1672800,y,4,110,1668891,1669910,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,11,1557336,1675520,v,108,1672801,1675520,y,4,111,1672801,1674398,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,12,1679634,1696430,e,,,,,,,,,,
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,109,1715266,1719161,y,.,112,1715266,1716626,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,110,1719162,1721216,y,.,113,1719162,1720094,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,111,1728866,1734373,y,1,114,1728866,1731348,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,112,1734374,1737807,y,1,115,1734374,1735666,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,113,1737808,1741437,y,1,116,1737808,1739066,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,114,1741438,1744539,y,1,117,1741438,1742398,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,115,1744540,1747804,y,1,118,1744540,1746988,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,116,1754740,1758581,n,2,119,1754740,1756032,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,117,1758582,1762117,y,2,120,1758582,1759772,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,118,1762118,1765857,y,2,121,1762118,1763580,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,119,1765858,1769903,y,2,122,1765858,1767150,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,120,1769904,1771910,y,2,123,1769904,1771094,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,121,1777928,1781633,n,3,124,1777928,1779084,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,122,1781634,1785577,y,3,125,1781634,1782790,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,123,1785578,1789685,n,3,126,1785578,1787006,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,124,1789686,1793431,y,3,127,1789686,1791120,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,125,1793432,1795676,n,3,128,1793432,1794792,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,126,1803326,1807643,y,4,129,1803326,1805366,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,127,1807644,1811111,y,4,130,1807644,1808868,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,128,1811112,1814817,n,4,131,1811112,1812302,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,129,1814818,1818476,n,4,132,1814818,1816110,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,13,1703264,1820802,n,130,1818477,1820802,n,4,133,1818477,1819612,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,131,1827432,1831035,n,1,134,1827432,1829098,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,132,1831036,1834367,n,1,135,1831036,1832090,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,133,1834368,1837325,y,1,136,1834368,1835388,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,134,1837326,1840419,y,1,137,1837326,1838380,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,135,1840420,1842528,y,1,138,1840420,1841508,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,136,1848070,1851623,n,2,139,1848070,1849362,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,137,1851624,1854291,n,2,140,1851624,1852286,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,138,1854292,1857487,y,2,141,1854292,1855380,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,139,1857488,1860547,y,2,142,1857488,1858508,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,140,1860548,1862180,n,2,143,1860548,1861568,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,141,1868266,1871529,n,3,144,1868266,1869456,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,142,1871530,1875031,n,3,145,1871530,1872788,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,143,1875032,1879247,y,3,146,1875032,1875983,n,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,143,1875032,1879247,y,3,147,1875984,1877106,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,144,1879248,1882511,y,3,148,1879248,1880472,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,145,1882512,1884110,n,3,149,1882512,1883600,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,146,1890128,1893663,y,4,150,1890128,1891386,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,147,1893664,1896995,y,4,151,1893664,1894854,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,148,1896996,1900429,n,4,152,1896996,1898220,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,149,1900430,1906379,n,4,153,1900430,1901381,n,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,149,1900430,1906379,n,4,154,1901382,1902674,y,l
vr,06,f,08/20/2018,06/20/1996,AD,l,14,1825698,1908046,p,150,1906380,1908046,n,4,155,1906380,1908046,y,l
vr,07,f,08/20/2018,06/09/1993,AD,r,1,0,195940,b,,,,,,,,,,
vr,07,f,08/20/2018,06/09/1993,AD,r,2,273632,330004,d,,,,,,,,,,
vr,07,f,08/20/2018,06/09/1993,AD,r,3,455260,828954,w,,,,,,,,,,
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,1,876520,885563,n,1,1,876520,879817,n,b
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,1,876520,885563,n,1,2,879818,883150,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,2,885564,891240,y,1,3,885564,887536,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,3,891241,895151,n,1,4,891241,892636,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,4,895152,899503,y,1,5,895152,897056,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,5,899504,906152,n,1,6,899504,903414,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,6,906153,911471,n,1,7,906153,908650,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,7,911472,915517,n,1,8,911472,913342,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,8,915518,921662,n,1,9,915518,918510,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,9,921663,926363,n,1,10,921663,924120,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,10,926364,929865,n,1,11,926364,927554,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,11,929866,936291,n,1,12,929866,933708,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,12,936292,940099,y,1,13,936292,937754,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,13,940100,943397,y,1,14,940100,941120,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,14,943398,946695,n,1,15,943398,944384,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,15,946696,949484,n,1,16,946696,948906,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,16,966907,971345,n,2,17,966907,969034,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,17,971346,974881,n,2,18,971346,972604,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,18,974882,978553,n,2,19,974882,976412,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,19,978554,982327,n,2,20,978554,979880,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,20,982328,986339,y,2,21,982328,983858,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,21,986340,990521,n,2,22,986340,987598,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,22,990522,993921,y,2,23,990522,991712,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,23,993922,997695,y,2,24,993922,995486,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,24,997696,1001163,y,2,25,997696,998954,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,25,1001164,1004257,n,2,26,1001164,1002320,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,26,1004258,1007487,n,2,27,1004258,1005448,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,27,1007488,1010785,n,2,28,1007488,1008814,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,28,1010786,1014151,n,2,29,1010786,1012078,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,29,1014152,1018265,n,2,30,1014152,1016192,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,30,1018266,1019932,n,2,31,1018266,1019558,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,31,1026086,1031118,n,3,32,1026086,1028466,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,32,1031119,1038938,n,3,33,1031119,1033736,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,32,1031119,1038938,n,3,34,1033737,1036252,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,33,1038939,1043663,n,3,35,1038939,1040774,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,34,1043664,1047879,n,3,36,1043664,1045330,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,35,1047880,1051959,n,3,37,1047880,1049478,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,36,1051960,1055495,n,3,38,1051960,1053320,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,37,1055496,1059099,n,3,39,1055496,1056788,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,38,1059100,1062295,n,3,40,1059100,1060188,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,39,1062296,1065967,n,3,41,1062296,1063622,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,40,1065968,1067770,n,3,42,1065968,1067430,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,41,1073720,1077969,y,4,43,1073720,1075318,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,42,1077970,1082015,n,4,44,1077970,1079602,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,43,1082016,1086265,n,4,45,1082016,1083852,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,44,1086266,1090073,n,4,46,1086266,1087898,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,45,1090074,1094051,n,4,47,1090074,1091638,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,46,1094052,1098097,n,4,48,1094052,1095684,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,47,1098098,1102279,y,4,49,1098098,1099628,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,48,1102280,1105883,n,4,50,1102280,1103844,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,49,1105884,1109147,n,4,51,1105884,1107210,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,4,840922,1110950,e,50,1109148,1110950,n,4,52,1109148,1110542,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,51,1129480,1133338,n,.,53,1129480,1131010,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,52,1133339,1134546,n,.,54,1133339,1134206,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,53,1140598,1144297,n,1,55,1140598,1142094,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,54,1144298,1148077,n,1,56,1144298,1145596,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,55,1148078,1153324,n,1,57,1148078,1149892,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,55,1148078,1153324,n,1,58,1149893,1151240,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,56,1153325,1157257,n,1,59,1153325,1154504,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,57,1157258,1160998,n,1,60,1157258,1160794,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,58,1167152,1173699,n,2,61,1167152,1168614,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,59,1173700,1179017,n,2,62,1173700,1175176,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,60,1179018,1183757,n,2,63,1179018,1180684,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,61,1183758,1187784,n,2,64,1183758,1184594,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,62,1187785,1189524,n,2,65,1187785,1189150,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,63,1195372,1202103,n,3,66,1195372,1199350,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,64,1202104,1206591,n,3,67,1202104,1204382,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,65,1206592,1211385,n,3,68,1206592,1207884,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,66,1211386,1215023,n,3,69,1211386,1212780,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,67,1215024,1216656,n,3,70,1215024,1216452,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,68,1222708,1225869,n,4,71,1222708,1224000,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,69,1225870,1229813,n,4,72,1225870,1226924,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,70,1229814,1234029,y,4,73,1229814,1231582,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,71,1234030,1237735,n,4,74,1234030,1235254,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,5,1116662,1239062,j,72,1237736,1239062,n,4,75,1237736,1238892,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,6,1245250,1269492,m,,,,,,,,,,
vr,07,f,08/20/2018,06/09/1993,AD,r,7,1286152,1356056,m,,,,,,,,,,
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,73,1415590,1421675,n,.,76,1415590,1417256,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,74,1421676,1423818,n,.,77,1421676,1422832,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,75,1429598,1434969,n,1,78,1429598,1430754,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,76,1434970,1438063,n,1,79,1434970,1435956,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,77,1438064,1442415,n,1,80,1438064,1439288,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,78,1442416,1446733,y,1,81,1442416,1443538,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,79,1446734,1449726,n,1,82,1446734,1447720,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,80,1455438,1460027,n,2,83,1455438,1456390,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,81,1460028,1464311,n,2,84,1460028,1460878,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,82,1464312,1467847,y,2,85,1464312,1465264,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,83,1467848,1471655,n,2,86,1467848,1468528,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,84,1471656,1473764,y,2,87,1471656,1472574,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,85,1479612,1483963,n,3,88,1479612,1480360,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,86,1483964,1487431,n,3,89,1483964,1484814,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,87,1487432,1490423,n,3,90,1487432,1488384,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,88,1490424,1493619,n,3,91,1490424,1491410,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,89,1493620,1496578,n,3,92,1493620,1494708,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,90,1502358,1506505,n,4,93,1502358,1503276,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,91,1506506,1510517,n,4,94,1506506,1507356,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,92,1510518,1514869,n,4,95,1510518,1511334,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,93,1514870,1518712,n,4,96,1514870,1516060,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,8,1411170,1520208,m,94,1518713,1520208,n,4,97,1518713,1520208,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,95,1532176,1535473,n,.,98,1532176,1533366,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,96,1535474,1536630,n,.,99,1535474,1536630,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,97,1542818,1548767,n,1,100,1542818,1545401,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,97,1542818,1548767,n,1,101,1545402,1546830,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,98,1548768,1552336,n,1,102,1548768,1549924,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,99,1552337,1556009,n,1,103,1552337,1554038,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,100,1556010,1559035,n,1,104,1556010,1556962,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,101,1559036,1560838,y,1,105,1559036,1560294,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,102,1566924,1570357,y,2,106,1566924,1568148,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,103,1570358,1573485,n,2,107,1570358,1571480,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,104,1573486,1576885,n,2,108,1573486,1574676,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,105,1576886,1580999,y,2,109,1576886,1578110,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,106,1581000,1582938,n,2,110,1581000,1582666,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,107,1589024,1592797,n,3,111,1589024,1590282,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,108,1592798,1596979,n,3,112,1592798,1594872,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,109,1596980,1600651,y,3,113,1596980,1598238,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,110,1600652,1604085,y,3,114,1600652,1601910,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,111,1604086,1606024,n,3,115,1604086,1605174,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,112,1611872,1615543,n,4,116,1611872,1613198,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,113,1615544,1618977,n,4,117,1615544,1617006,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,114,1618978,1622581,n,4,118,1618978,1620406,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,115,1622582,1626729,n,4,119,1622582,1624486,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,9,1527586,1628804,v,116,1626730,1628804,n,4,120,1626730,1627954,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,117,1635196,1638765,n,.,121,1635196,1636896,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,118,1638766,1640602,y,.,122,1638766,1639922,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,119,1646450,1649781,y,1,123,1646450,1647572,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,120,1649782,1652807,y,1,124,1649782,1650700,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,121,1652808,1655969,y,1,125,1652808,1653760,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,122,1655970,1658961,y,1,126,1655970,1656854,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,123,1658962,1660628,n,1,127,1658962,1659914,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,124,1666442,1670216,n,2,128,1666442,1667598,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,125,1670217,1673581,n,2,129,1670217,1671338,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,126,1673582,1676879,y,2,130,1673582,1674670,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,127,1676880,1680279,n,2,131,1676880,1678070,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,128,1680280,1682014,y,2,132,1680280,1681640,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,129,1687794,1691466,n,3,133,1687794,1688984,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,130,1691467,1695035,n,3,134,1691467,1692724,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,131,1695036,1698775,n,3,135,1695036,1696328,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,132,1698776,1702413,n,3,136,1698776,1700272,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,133,1702414,1704556,y,3,137,1702414,1703672,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,134,1710472,1714517,y,4,138,1710472,1711696,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,135,1714518,1718495,n,4,139,1714518,1715776,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,136,1718496,1721861,n,4,140,1718496,1719618,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,137,1721862,1726009,n,4,141,1721862,1723460,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,10,1633292,1727608,n,138,1726010,1727608,n,4,142,1726010,1727302,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,139,1734918,1738113,n,1,143,1734918,1736040,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,140,1738114,1741343,n,1,144,1738114,1739406,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,141,1741344,1744947,y,1,145,1741344,1742568,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,142,1744948,1748415,n,1,146,1744948,1746104,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,143,1748416,1750082,n,1,147,1748416,1749810,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,144,1756576,1760077,y,2,148,1756576,1757902,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,145,1760078,1763443,y,2,149,1760078,1761302,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,146,1763444,1766945,y,2,150,1763444,1764736,y,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,147,1766946,1770243,n,2,151,1766946,1768272,n,r
vr,07,f,08/20/2018,06/09/1993,AD,r,11,1731926,1820632,p,148,1770244,1772624,y,2,152,1770244,1771672,y,r
